id_registro,fecha,finca,zona,producto,cantidad,unidad,precio_unitario,turno,observacion
1921,2026-01-30,La Pradera,oriente,maiz,155.11,kilos,1544,noche,normal
1922,2026-05-20,San Miguel,centro,maiz,295.73,kilos,1247,noche,normal
1923,2026-05-23,Buenos Aires,oriente,queso,31.48,kilos,8971,tarde,normal
1924,2026-03-14,La Esperanza,occidente,leche,40.48,litros,2058,manana,lluvia
1925,2026-04-27,La Esperanza,centro,huevo,123,unidades,478,tarde,lluvia
1926,2026-01-02,El Porvenir,oriente,yuca,124.38,kilos,1509,manana,normal
1927,2026-04-24,El Progreso,norte,yuca,118.13,kilos,1421,tarde,lluvia
1928,2026-03-11,El Progreso,occidente,leche,24.8,litros,2195,noche,revisar registro
1929,2026-04-10,La Esperanza,centro,huevo,46,unidades,418,tarde,revisar registro
1930,2026-03-21,El Porvenir,sur,yuca,182.93,kilos,1422,tarde,normal
1931,2026-03-05,La Esperanza,sur,maiz,323.08,kilos,1463,manana,lluvia
1932,2026-02-25,San Miguel,oriente,huevo,103,unidades,476,manana,lluvia
1933,2026-04-02,San Miguel,sur,yuca,212.6,kilos,1188,tarde,baja produccion
1934,2026-01-26,San Miguel,centro,maiz,267.41,kilos,1845,manana,revisar registro
1935,2026-03-03,Buenos Aires,norte,leche,30.89,litros,2628,tarde,revisar registro
1936,2026-03-29,Buenos Aires,oriente,yuca,108.06,kilos,1437,tarde,normal
1937,2026-05-22,La Pradera,norte,huevo,50,unidades,369,manana,lluvia
1938,2026-04-20,Buenos Aires,occidente,huevo,109,unidades,423,noche,revisar registro
1939,2026-02-08,La Pradera,norte,queso,20.49,kilos,8083,manana,normal
1940,2026-01-15,La Pradera,centro,yuca,154.08,kilos,1034,noche,normal
1941,2026-02-09,La Esperanza,norte,yuca,160.24,kilos,918,tarde,normal
1942,2026-01-03,El Porvenir,occidente,huevo,167,unidades,492,tarde,lluvia
1943,2026-05-09,San Miguel,occidente,queso,12.67,kilos,8755,noche,normal
1944,2026-01-19,El Progreso,centro,leche,29.39,litros,2289,noche,baja produccion
1945,2026-03-01,La Pradera,norte,queso,10.66,kilos,8960,manana,revisar registro
1946,2026-05-05,San Miguel,oriente,maiz,191.17,kilos,1647,manana,baja produccion
1947,2026-04-12,La Esperanza,centro,queso,13.52,kilos,7654,manana,normal
1948,2026-01-05,La Esperanza,centro,huevo,164,unidades,443,noche,normal
1949,2026-04-04,El Progreso,sur,maiz,321.95,kilos,1872,manana,baja produccion
1950,2026-04-18,El Progreso,norte,queso,9.94,kilos,8383,tarde,lluvia
1951,2026-05-05,San Miguel,centro,maiz,160.2,kilos,1483,manana,baja produccion
1952,2026-01-20,Buenos Aires,occidente,yuca,189.55,kilos,931,tarde,normal
1953,2026-01-02,El Progreso,occidente,maiz,285.56,kilos,1364,tarde,normal
1954,2026-03-02,La Esperanza,centro,yuca,243.19,kilos,1393,tarde,revisar registro
1955,2026-02-23,Buenos Aires,centro,huevo,160,unidades,463,tarde,revisar registro
1956,2026-05-10,La Esperanza,norte,huevo,129,unidades,455,noche,normal
1957,2026-03-10,La Esperanza,norte,leche,9.87,litros,2741,noche,normal
1958,2026-02-16,El Porvenir,sur,yuca,127.58,kilos,1565,tarde,revisar registro
1959,2026-01-05,La Esperanza,norte,leche,32.75,litros,2510,tarde,lluvia
1960,2026-02-13,El Progreso,norte,queso,25.55,kilos,7911,noche,normal
1961,2026-05-17,San Miguel,sur,maiz,328.97,kilos,1825,noche,normal
1962,2026-03-02,La Esperanza,sur,leche,40.49,litros,2079,noche,normal
1963,2026-05-14,San Miguel,sur,maiz,221.96,kilos,1569,noche,normal
1964,2026-04-18,El Progreso,oriente,leche,24.73,litros,2361,manana,normal
1965,2026-05-10,San Miguel,norte,maiz,107.79,kilos,1383,manana,lluvia
1966,2026-03-17,La Esperanza,norte,leche,22.44,litros,2673,tarde,normal
1967,2026-01-29,Buenos Aires,norte,yuca,105.6,kilos,1006,tarde,lluvia
1968,2026-05-14,El Progreso,sur,yuca,228.21,kilos,1537,manana,revisar registro
1969,2026-01-09,La Esperanza,centro,huevo,48,unidades,386,manana,normal
1970,2026-03-29,El Porvenir,oriente,huevo,137,unidades,521,tarde,lluvia
1971,2026-05-02,El Porvenir,norte,leche,16.9,litros,2509,noche,baja produccion
1972,2026-04-06,La Pradera,centro,huevo,61,unidades,652,noche,revisar registro
1973,2026-04-16,El Progreso,norte,queso,26.62,kilos,7029,noche,lluvia
1974,2026-05-21,La Pradera,norte,maiz,259.24,kilos,1346,noche,normal
1975,2026-01-17,El Progreso,centro,huevo,153,unidades,585,tarde,normal
1976,2026-03-21,La Esperanza,oriente,huevo,78,unidades,520,tarde,normal
1977,2026-04-06,Buenos Aires,oriente,yuca,73.01,kilos,1114,tarde,normal
1978,2026-03-03,El Porvenir,oriente,maiz,112.92,kilos,1780,noche,baja produccion
1979,2026-04-18,La Esperanza,centro,leche,38.01,litros,2559,manana,revisar registro
1980,2026-03-27,La Pradera,norte,leche,17.84,litros,2491,noche,lluvia
1981,2026-05-17,La Esperanza,norte,yuca,212.41,kilos,1185,tarde,normal
1982,2026-03-18,La Esperanza,sur,queso,32.27,kilos,7370,tarde,normal
1983,2026-02-25,San Miguel,oriente,yuca,232.01,kilos,1576,manana,normal
1984,2026-01-19,El Porvenir,oriente,yuca,44.04,kilos,1589,noche,normal
1985,2026-03-11,Buenos Aires,centro,maiz,273.12,kilos,1366,tarde,normal
1986,2026-03-02,El Progreso,occidente,maiz,157.38,kilos,1239,manana,revisar registro
1987,2026-04-11,El Progreso,centro,maiz,336.97,kilos,1428,noche,normal
1988,2026-04-21,La Pradera,oriente,huevo,64,unidades,690,tarde,normal
1989,2026-04-10,La Pradera,centro,maiz,89.88,kilos,1262,manana,normal
1990,2026-04-16,San Miguel,centro,leche,28.92,litros,2178,manana,baja produccion
1991,2026-03-31,La Pradera,norte,queso,25.87,kilos,8856,manana,normal
1992,2026-02-12,Buenos Aires,norte,queso,10.75,kilos,7744,noche,revisar registro
1993,2026-05-01,La Esperanza,norte,leche,20.3,litros,2323,tarde,normal
1994,2026-01-11,Buenos Aires,oriente,queso,31.85,kilos,8677,manana,revisar registro
1995,2026-01-18,El Porvenir,oriente,leche,10.63,litros,1897,noche,lluvia
1996,2026-05-21,San Miguel,sur,yuca,69.68,kilos,1499,noche,baja produccion
1997,2026-02-16,La Esperanza,sur,yuca,205.73,kilos,1285,tarde,lluvia
1998,2026-03-11,San Miguel,oriente,queso,15.67,kilos,6884,manana,revisar registro
1999,2026-03-26,Buenos Aires,centro,leche,42.58,litros,2184,tarde,normal
2000,2026-04-05,San Miguel,centro,queso,11.09,kilos,9625,manana,normal
2001,2026-05-03,El Porvenir,oriente,huevo,115,unidades,429,tarde,normal
2002,2026-04-11,El Progreso,occidente,leche,20.79,litros,2178,noche,normal
2003,2026-04-22,La Pradera,norte,yuca,163.75,kilos,1027,manana,revisar registro
2004,2026-05-03,El Porvenir,norte,leche,12.84,litros,2328,tarde,revisar registro
2005,2026-01-20,San Miguel,centro,maiz,303.5,kilos,1331,manana,normal
2006,2026-04-10,El Progreso,norte,huevo,125,unidades,491,noche,normal
2007,2026-05-15,El Progreso,oriente,queso,7.92,kilos,7941,noche,revisar registro
2008,2026-04-29,San Miguel,norte,queso,22.47,kilos,8614,manana,revisar registro
2009,2026-03-31,El Porvenir,oriente,leche,40.5,litros,2210,tarde,lluvia
2010,2026-05-24,El Progreso,occidente,leche,31.43,litros,2302,noche,normal
2011,2026-04-12,El Progreso,norte,yuca,48.73,kilos,1149,noche,lluvia
2012,2026-01-10,La Pradera,occidente,yuca,119.74,kilos,1067,noche,lluvia
2013,2026-05-15,La Esperanza,centro,maiz,349.95,kilos,1357,manana,normal
2014,2026-05-10,La Esperanza,norte,yuca,215.81,kilos,1578,noche,normal
2015,2026-05-03,Buenos Aires,norte,leche,12.7,litros,1958,noche,normal
2016,2026-03-12,San Miguel,occidente,leche,23.05,litros,2746,tarde,normal
2017,2026-05-07,La Esperanza,norte,yuca,144.79,kilos,1010,noche,normal
2018,2026-01-07,El Porvenir,occidente,leche,25.89,litros,1963,tarde,revisar registro
2019,2026-02-22,Buenos Aires,occidente,yuca,46.26,kilos,940,manana,normal
2020,2026-05-22,Buenos Aires,oriente,queso,22.2,kilos,6838,noche,lluvia
2021,2026-03-14,San Miguel,norte,leche,8.18,litros,2377,noche,lluvia
2022,2026-04-02,La Esperanza,norte,queso,9.78,kilos,9591,noche,lluvia
2023,2026-01-15,El Porvenir,occidente,huevo,54,unidades,529,tarde,baja produccion
2024,2026-03-16,La Esperanza,centro,queso,35.71,kilos,8437,tarde,normal
2025,2026-05-30,Buenos Aires,norte,maiz,100.56,kilos,1329,tarde,normal
2026,2026-05-04,San Miguel,oriente,maiz,287.47,kilos,1607,manana,revisar registro
2027,2026-03-07,La Pradera,oriente,yuca,47.45,kilos,1215,noche,normal
2028,2026-01-20,El Porvenir,norte,leche,9.66,litros,2640,tarde,lluvia
2029,2026-01-24,La Pradera,centro,maiz,266.23,kilos,1334,tarde,revisar registro
2030,2026-03-25,El Porvenir,centro,yuca,217.47,kilos,1142,manana,normal
2031,2026-02-28,El Porvenir,occidente,yuca,209.24,kilos,1085,noche,lluvia
2032,2026-02-17,La Pradera,norte,huevo,69,unidades,455,manana,lluvia
2033,2026-05-13,Buenos Aires,sur,queso,19.13,kilos,6807,tarde,normal
2034,2026-01-06,El Porvenir,centro,queso,32.61,kilos,7193,tarde,normal
2035,2026-05-17,La Esperanza,occidente,leche,42.6,litros,2126,noche,baja produccion
2036,2026-04-09,Buenos Aires,occidente,leche,24.54,litros,2247,manana,revisar registro
2037,2026-02-22,El Porvenir,norte,queso,34.92,kilos,9495,noche,normal
2038,2026-02-25,La Esperanza,occidente,yuca,218.83,kilos,1590,noche,lluvia
2039,2026-05-12,Buenos Aires,oriente,queso,39.07,kilos,7257,tarde,normal
2040,2026-02-21,La Esperanza,occidente,queso,15.58,kilos,7354,noche,normal
2041,2026-01-23,Buenos Aires,occidente,huevo,134,unidades,356,noche,lluvia
2042,2026-04-18,El Progreso,norte,yuca,200.87,kilos,1273,tarde,normal
2043,2026-04-27,El Porvenir,occidente,queso,29.59,kilos,8518,tarde,normal
2044,2026-01-15,El Porvenir,centro,maiz,195.26,kilos,1363,noche,lluvia
2045,2026-01-23,La Esperanza,sur,huevo,33,unidades,575,noche,revisar registro
2046,2026-02-08,El Progreso,oriente,yuca,151.84,kilos,1541,manana,baja produccion
2047,2026-03-31,El Porvenir,sur,leche,31.62,litros,2048,tarde,normal
2048,2026-05-03,La Pradera,centro,huevo,64,unidades,506,tarde,normal
2049,2026-04-25,La Pradera,occidente,maiz,265.25,kilos,1449,noche,lluvia
2050,2026-04-13,El Progreso,occidente,queso,21.59,kilos,8631,tarde,normal
2051,2026-05-13,El Porvenir,centro,yuca,237.17,kilos,1314,manana,baja produccion
2052,2026-04-28,El Porvenir,centro,maiz,245.58,kilos,1773,noche,normal
2053,2026-05-08,El Progreso,centro,queso,15.29,kilos,8280,tarde,normal
2054,2026-02-02,El Porvenir,sur,yuca,70.07,kilos,1432,noche,baja produccion
2055,2026-03-24,El Progreso,oriente,queso,32.34,kilos,9018,manana,normal
2056,2026-03-27,Buenos Aires,centro,queso,32.61,kilos,7046,tarde,baja produccion
2057,2026-03-31,San Miguel,norte,queso,11.46,kilos,6798,tarde,baja produccion
2058,2026-02-16,San Miguel,centro,queso,14.03,kilos,7262,manana,normal
2059,2026-02-05,El Porvenir,norte,queso,19.25,kilos,7022,tarde,normal
2060,2026-02-09,El Porvenir,norte,leche,32.11,litros,2069,tarde,lluvia
2061,2026-01-15,Buenos Aires,sur,queso,4.51,kilos,6975,tarde,normal
2062,2026-02-10,Buenos Aires,occidente,queso,4.79,kilos,7918,noche,normal
2063,2026-01-07,La Pradera,norte,queso,34.99,kilos,9501,tarde,normal
2064,2026-01-19,Buenos Aires,centro,yuca,152.97,kilos,1233,tarde,baja produccion
2065,2026-05-06,Buenos Aires,oriente,yuca,156.43,kilos,1263,manana,normal
2066,2026-05-25,Buenos Aires,centro,maiz,267.22,kilos,1490,noche,baja produccion
2067,2026-02-19,San Miguel,sur,huevo,149,unidades,638,noche,normal
2068,2026-05-04,La Pradera,sur,yuca,166.63,kilos,1185,noche,normal
2069,2026-04-21,San Miguel,oriente,huevo,23,unidades,372,noche,lluvia
2070,2026-02-25,San Miguel,occidente,huevo,100,unidades,520,manana,lluvia
2071,2026-02-03,Buenos Aires,oriente,leche,22.52,litros,2789,tarde,revisar registro
2072,2026-01-16,Buenos Aires,sur,leche,42.64,litros,2552,manana,lluvia
2073,2026-01-01,El Porvenir,centro,maiz,345.79,kilos,1651,tarde,normal
2074,2026-01-30,San Miguel,oriente,leche,30.67,litros,2783,tarde,normal
2075,2026-01-27,Buenos Aires,occidente,huevo,66,unidades,473,manana,lluvia
2076,2026-04-15,La Pradera,oriente,maiz,272.81,kilos,1475,manana,normal
2077,2026-02-22,El Porvenir,occidente,huevo,167,unidades,437,tarde,baja produccion
2078,2026-03-27,El Porvenir,norte,leche,8.07,litros,2167,noche,normal
2079,2026-04-21,San Miguel,norte,queso,37.42,kilos,8188,noche,revisar registro
2080,2026-03-13,El Porvenir,occidente,maiz,60.98,kilos,1867,manana,normal
2081,2026-05-03,El Progreso,oriente,huevo,45,unidades,403,noche,normal
2082,2026-03-11,Buenos Aires,norte,maiz,206.3,kilos,1688,tarde,normal
2083,2026-03-19,El Progreso,sur,leche,12.37,litros,2430,tarde,revisar registro
2084,2026-05-15,Buenos Aires,norte,yuca,224.36,kilos,1445,noche,normal
2085,2026-03-12,La Esperanza,occidente,queso,33.4,kilos,9288,tarde,normal
2086,2026-01-27,San Miguel,centro,leche,31.43,litros,1939,noche,normal
2087,2026-03-02,Buenos Aires,sur,huevo,140,unidades,624,tarde,lluvia
2088,2026-01-20,El Porvenir,sur,queso,8.63,kilos,8602,noche,normal
2089,2026-04-18,La Esperanza,norte,leche,33.98,litros,2142,manana,normal
2090,2026-03-15,San Miguel,oriente,leche,26.64,litros,1986,manana,normal
2091,2026-05-14,San Miguel,occidente,maiz,193.42,kilos,1435,noche,normal
2092,2026-03-28,La Esperanza,centro,maiz,194.23,kilos,1620,manana,normal
2093,2026-02-28,Buenos Aires,centro,maiz,335.93,kilos,1563,noche,baja produccion
2094,2026-01-29,El Porvenir,centro,queso,33.79,kilos,9110,noche,revisar registro
2095,2026-02-01,San Miguel,oriente,leche,26.59,litros,1993,manana,normal
2096,2026-03-22,El Progreso,centro,leche,43.51,litros,2718,tarde,normal
2097,2026-05-15,El Progreso,norte,yuca,140.66,kilos,1327,noche,baja produccion
2098,2026-01-09,El Porvenir,sur,yuca,68.32,kilos,1472,manana,normal
2099,2026-03-09,La Esperanza,occidente,huevo,68,unidades,680,manana,normal
2100,2026-01-22,Buenos Aires,oriente,leche,31.38,litros,2359,noche,normal
2101,2026-04-05,El Porvenir,norte,maiz,167.41,kilos,1700,noche,normal
2102,2026-03-09,San Miguel,sur,leche,18.82,litros,2751,noche,revisar registro
2103,2026-03-15,Buenos Aires,occidente,queso,14.34,kilos,8424,manana,normal
2104,2026-05-06,San Miguel,norte,queso,25.51,kilos,6855,tarde,normal
2105,2026-01-14,El Porvenir,occidente,huevo,115,unidades,543,manana,baja produccion
2106,2026-04-23,La Pradera,occidente,queso,7.53,kilos,8704,manana,revisar registro
2107,2026-02-17,La Esperanza,norte,yuca,111.12,kilos,1326,noche,baja produccion
2108,2026-01-30,Buenos Aires,sur,queso,13.48,kilos,7288,tarde,normal
2109,2026-01-06,San Miguel,occidente,maiz,186.9,kilos,1305,tarde,normal
2110,2026-01-25,El Porvenir,oriente,maiz,226.61,kilos,1423,manana,normal
2111,2026-01-17,San Miguel,oriente,yuca,247.52,kilos,918,tarde,lluvia
2112,2026-04-28,El Porvenir,norte,maiz,328.61,kilos,1434,noche,baja produccion
2113,2026-01-03,Buenos Aires,centro,queso,29.83,kilos,8904,manana,normal
2114,2026-03-01,Buenos Aires,centro,queso,38.34,kilos,9367,noche,normal
2115,2026-02-20,San Miguel,sur,huevo,80,unidades,435,noche,normal
2116,2026-05-03,El Progreso,norte,maiz,241.97,kilos,1359,manana,normal
2117,2026-02-11,Buenos Aires,oriente,maiz,336.35,kilos,1742,manana,normal
2118,2026-05-21,San Miguel,norte,maiz,90.24,kilos,1899,tarde,normal
2119,2026-03-18,La Esperanza,sur,leche,12.96,litros,1850,tarde,normal
2120,2026-05-29,La Esperanza,centro,yuca,140.53,kilos,1480,noche,normal
2121,2026-02-28,El Progreso,oriente,leche,31.86,litros,1994,manana,normal
2122,2026-04-14,La Esperanza,occidente,huevo,152,unidades,454,tarde,normal
2123,2026-04-27,El Progreso,sur,huevo,127,unidades,448,noche,baja produccion
2124,2026-02-27,El Progreso,norte,yuca,129.83,kilos,1355,manana,normal
2125,2026-04-07,Buenos Aires,sur,maiz,323.63,kilos,1236,tarde,normal
2126,2026-02-14,El Porvenir,occidente,huevo,72,unidades,570,manana,normal
2127,2026-05-08,La Esperanza,norte,queso,13.04,kilos,9513,noche,lluvia
2128,2026-03-08,San Miguel,oriente,leche,12.12,litros,1909,manana,baja produccion
2129,2026-03-20,El Progreso,norte,queso,14.12,kilos,8301,noche,revisar registro
2130,2026-05-13,San Miguel,centro,leche,9.37,litros,1889,manana,revisar registro
2131,2026-05-23,San Miguel,centro,maiz,108.55,kilos,1876,manana,normal
2132,2026-02-05,La Pradera,norte,queso,25.19,kilos,9486,noche,revisar registro
2133,2026-03-20,El Porvenir,oriente,queso,9.65,kilos,8492,tarde,normal
2134,2026-02-26,La Pradera,norte,maiz,159.79,kilos,1243,manana,normal
2135,2026-04-02,El Progreso,occidente,queso,4.79,kilos,6715,noche,revisar registro
2136,2026-05-20,San Miguel,norte,huevo,75,unidades,426,manana,normal
2137,2026-02-23,El Progreso,occidente,queso,21.77,kilos,9078,tarde,lluvia
2138,2026-05-01,El Porvenir,norte,queso,26.53,kilos,6979,noche,baja produccion
2139,2026-02-11,La Esperanza,sur,leche,12.39,litros,2362,manana,normal
2140,2026-04-29,La Pradera,centro,yuca,163.64,kilos,999,tarde,revisar registro
2141,2026-05-19,La Pradera,centro,queso,16.0,kilos,8790,manana,revisar registro
2142,2026-02-19,La Esperanza,centro,yuca,235.24,kilos,1079,manana,lluvia
2143,2026-05-15,El Progreso,norte,leche,21.73,litros,2558,noche,normal
2144,2026-03-13,La Pradera,centro,huevo,136,unidades,431,tarde,normal
2145,2026-05-29,El Porvenir,norte,huevo,99,unidades,661,noche,baja produccion
2146,2026-03-28,La Esperanza,sur,maiz,224.5,kilos,1821,tarde,lluvia
2147,2026-04-10,La Pradera,norte,yuca,214.08,kilos,1574,noche,normal
2148,2026-02-22,El Progreso,norte,leche,42.97,litros,1878,tarde,lluvia
2149,2026-04-16,San Miguel,centro,queso,7.07,kilos,7005,manana,normal
2150,2026-01-15,El Porvenir,occidente,queso,18.24,kilos,6726,noche,normal
2151,2026-02-08,El Porvenir,sur,huevo,66,unidades,616,manana,revisar registro
2152,2026-01-21,El Progreso,norte,leche,40.95,litros,2653,tarde,normal
2153,2026-04-06,El Porvenir,norte,maiz,93.66,kilos,1718,manana,revisar registro
2154,2026-01-21,Buenos Aires,sur,queso,17.62,kilos,6676,manana,lluvia
2155,2026-01-16,Buenos Aires,norte,yuca,199.83,kilos,1007,tarde,lluvia
2156,2026-04-27,El Progreso,oriente,huevo,64,unidades,417,noche,revisar registro
2157,2026-05-03,El Progreso,sur,huevo,61,unidades,523,manana,lluvia
2158,2026-04-27,San Miguel,oriente,maiz,261.6,kilos,1258,tarde,normal
2159,2026-03-12,La Pradera,oriente,maiz,181.82,kilos,1596,manana,normal
2160,2026-02-24,San Miguel,sur,yuca,202.72,kilos,1160,manana,normal
2161,2026-05-22,Buenos Aires,occidente,maiz,132.54,kilos,1641,tarde,normal
2162,2026-02-01,Buenos Aires,norte,yuca,173.51,kilos,1320,noche,revisar registro
2163,2026-01-22,La Esperanza,sur,queso,13.04,kilos,8634,manana,normal
2164,2026-04-14,San Miguel,sur,huevo,28,unidades,397,tarde,normal
2165,2026-05-04,Buenos Aires,norte,maiz,268.0,kilos,1621,noche,normal
2166,2026-02-19,La Esperanza,centro,maiz,72.53,kilos,1430,tarde,baja produccion
2167,2026-02-09,Buenos Aires,occidente,leche,11.42,litros,2326,manana,normal
2168,2026-03-31,Buenos Aires,occidente,yuca,130.79,kilos,1405,noche,revisar registro
2169,2026-02-15,El Porvenir,sur,maiz,239.99,kilos,1520,noche,revisar registro
2170,2026-04-04,San Miguel,centro,yuca,202.51,kilos,1425,noche,normal
2171,2026-05-27,La Esperanza,occidente,maiz,161.96,kilos,1221,tarde,revisar registro
2172,2026-03-10,El Progreso,centro,huevo,29,unidades,690,manana,revisar registro
2173,2026-01-24,San Miguel,oriente,maiz,323.3,kilos,1551,manana,normal
2174,2026-02-12,San Miguel,oriente,huevo,46,unidades,467,noche,baja produccion
2175,2026-03-27,La Pradera,norte,huevo,144,unidades,684,tarde,revisar registro
2176,2026-03-30,La Esperanza,oriente,huevo,41,unidades,426,tarde,normal
2177,2026-02-06,La Esperanza,occidente,queso,39.81,kilos,8696,manana,normal
2178,2026-02-19,San Miguel,sur,huevo,148,unidades,428,tarde,normal
2179,2026-03-20,Buenos Aires,oriente,maiz,127.84,kilos,1670,tarde,lluvia
2180,2026-05-11,La Pradera,centro,huevo,35,unidades,389,manana,baja produccion
2181,2026-04-11,Buenos Aires,occidente,queso,16.42,kilos,8381,tarde,baja produccion
2182,2026-05-13,San Miguel,sur,queso,26.26,kilos,8305,manana,revisar registro
2183,2026-04-03,Buenos Aires,norte,yuca,132.55,kilos,1426,manana,normal
2184,2026-02-27,El Progreso,occidente,leche,43.56,litros,1957,manana,baja produccion
2185,2026-05-29,La Pradera,sur,leche,33.96,litros,2017,noche,normal
2186,2026-02-01,El Porvenir,oriente,maiz,228.73,kilos,1756,tarde,normal
2187,2026-02-18,La Pradera,centro,yuca,239.21,kilos,1027,manana,normal
2188,2026-03-10,La Pradera,sur,queso,17.09,kilos,7908,manana,normal
2189,2026-03-14,La Esperanza,norte,maiz,172.63,kilos,1760,manana,revisar registro
2190,2026-03-23,El Progreso,sur,queso,24.27,kilos,7583,noche,normal
2191,2026-03-29,La Pradera,oriente,huevo,174,unidades,362,tarde,normal
2192,2026-04-08,San Miguel,sur,leche,13.34,litros,2444,noche,normal
2193,2026-04-12,El Porvenir,oriente,yuca,156.88,kilos,1234,noche,lluvia
2194,2026-02-09,San Miguel,oriente,queso,4.31,kilos,8199,tarde,normal
2195,2026-01-21,Buenos Aires,occidente,leche,36.6,litros,2230,tarde,normal
2196,2026-04-19,San Miguel,oriente,huevo,56,unidades,412,manana,baja produccion
2197,2026-05-10,San Miguel,centro,maiz,264.67,kilos,1883,noche,lluvia
2198,2026-01-20,San Miguel,norte,huevo,54,unidades,636,noche,normal
2199,2026-01-15,La Pradera,sur,yuca,114.67,kilos,1149,noche,lluvia
2200,2026-01-09,El Progreso,norte,yuca,192.51,kilos,993,noche,revisar registro
2201,2026-05-19,La Esperanza,oriente,huevo,119,unidades,563,manana,normal
2202,2026-01-26,La Esperanza,occidente,queso,20.53,kilos,7289,manana,normal
2203,2026-02-18,La Pradera,centro,leche,32.32,litros,2791,manana,normal
2204,2026-04-03,El Progreso,norte,huevo,112,unidades,404,tarde,revisar registro
2205,2026-02-04,El Porvenir,sur,leche,35.08,litros,2506,tarde,lluvia
2206,2026-04-02,Buenos Aires,sur,maiz,293.45,kilos,1631,noche,baja produccion
2207,2026-02-05,San Miguel,occidente,yuca,82.51,kilos,1368,tarde,normal
2208,2026-05-12,Buenos Aires,sur,huevo,132,unidades,505,noche,normal
2209,2026-02-15,Buenos Aires,oriente,queso,31.33,kilos,7693,manana,normal
2210,2026-05-15,Buenos Aires,centro,yuca,151.12,kilos,1113,noche,normal
2211,2026-03-30,El Porvenir,occidente,huevo,177,unidades,482,tarde,revisar registro
2212,2026-03-30,La Esperanza,norte,huevo,44,unidades,435,manana,lluvia
2213,2026-03-02,La Esperanza,centro,yuca,101.98,kilos,1449,tarde,normal
2214,2026-05-28,La Pradera,occidente,queso,27.32,kilos,6794,noche,lluvia
2215,2026-03-04,El Progreso,norte,yuca,58.85,kilos,1068,noche,normal
2216,2026-04-18,La Esperanza,occidente,leche,13.53,litros,2507,noche,normal
2217,2026-04-04,La Esperanza,centro,yuca,161.7,kilos,906,manana,normal
2218,2026-03-08,La Esperanza,norte,queso,5.87,kilos,7666,noche,lluvia
2219,2026-01-25,La Pradera,centro,leche,16.03,litros,2113,manana,normal
2220,2026-03-07,El Porvenir,centro,yuca,112.53,kilos,1476,tarde,revisar registro
2221,2026-05-31,Buenos Aires,sur,huevo,52,unidades,384,manana,normal
2222,2026-01-13,La Pradera,norte,queso,14.82,kilos,9766,noche,normal
2223,2026-01-31,La Esperanza,centro,maiz,278.12,kilos,1789,tarde,revisar registro
2224,2026-05-07,La Pradera,sur,queso,11.69,kilos,9324,manana,normal
2225,2026-01-08,El Progreso,centro,leche,16.74,litros,2291,manana,normal
2226,2026-05-15,El Progreso,sur,huevo,74,unidades,442,manana,normal
2227,2026-01-15,La Pradera,oriente,queso,15.28,kilos,8938,tarde,normal
2228,2026-05-17,La Pradera,norte,leche,28.4,litros,2289,manana,normal
2229,2026-04-10,El Porvenir,oriente,huevo,62,unidades,403,tarde,normal
2230,2026-02-23,San Miguel,norte,huevo,55,unidades,490,tarde,normal
2231,2026-05-30,San Miguel,centro,queso,27.54,kilos,9788,tarde,normal
2232,2026-04-23,La Pradera,centro,maiz,209.48,kilos,1511,manana,normal
2233,2026-02-11,El Progreso,sur,leche,22.37,litros,2034,tarde,normal
2234,2026-05-03,La Pradera,oriente,maiz,115.1,kilos,1606,manana,lluvia
2235,2026-02-01,La Pradera,oriente,maiz,72.19,kilos,1804,tarde,lluvia
2236,2026-05-09,La Pradera,occidente,queso,5.96,kilos,6586,manana,baja produccion
2237,2026-03-11,San Miguel,centro,huevo,33,unidades,405,noche,normal
2238,2026-03-01,La Esperanza,norte,huevo,49,unidades,422,manana,baja produccion
2239,2026-05-26,El Porvenir,oriente,leche,16.85,litros,2618,noche,lluvia
2240,2026-05-14,El Porvenir,occidente,leche,15.49,litros,1995,manana,normal
2241,2026-04-12,El Progreso,centro,queso,26.22,kilos,8051,manana,revisar registro
2242,2026-05-20,La Esperanza,norte,maiz,107.74,kilos,1245,tarde,normal
2243,2026-04-21,La Esperanza,centro,queso,33.67,kilos,9344,tarde,lluvia
2244,2026-04-08,La Esperanza,sur,leche,16.72,litros,2584,noche,normal
2245,2026-05-03,La Pradera,occidente,huevo,73,unidades,525,manana,normal
2246,2026-03-15,San Miguel,centro,queso,19.1,kilos,8495,manana,normal
2247,2026-02-09,San Miguel,occidente,huevo,44,unidades,474,manana,normal
2248,2026-02-27,La Esperanza,sur,leche,8.13,litros,2701,manana,normal
2249,2026-04-24,El Progreso,centro,yuca,68.88,kilos,1575,manana,lluvia
2250,2026-03-25,Buenos Aires,oriente,yuca,187.65,kilos,1243,tarde,baja produccion
2251,2026-05-15,La Esperanza,oriente,maiz,209.47,kilos,1714,tarde,baja produccion
2252,2026-03-06,El Porvenir,norte,yuca,90.54,kilos,1282,tarde,baja produccion
2253,2026-04-10,La Pradera,sur,huevo,74,unidades,405,noche,revisar registro
2254,2026-03-10,San Miguel,occidente,huevo,125,unidades,636,tarde,normal
2255,2026-03-24,Buenos Aires,occidente,yuca,209.75,kilos,1370,tarde,normal
2256,2026-03-24,La Esperanza,occidente,maiz,162.45,kilos,1654,tarde,normal
2257,2026-04-03,La Esperanza,sur,maiz,245.99,kilos,1667,noche,normal
